time,uname,comment,star,title,support,sentiment_score
"
                    2023-07-30 22:42:03
                ",关山。,"这个电影出来的小僵尸挺有灵气，他的设置全程都挺好玩的，加一星吧。但是故事在我这里是不合格的，感觉有点乱，结尾收的也有点潦草。整个故事不够流畅，衔接不好，有种把一个一个故事片段强硬拼接在一起的生硬感，比如最前面，明明是徒弟被女鬼上身，咋就突然去给人看风水了？咦，咋又冒出来个红衣女鬼又想睡小豪了？定好位置被乌鸦叼走又有啥影响了？为啥那俩外国人变成干尸了？诸如此类的，想融合的元素太多，导致整个故事乱七八糟，不知道想表达啥，又什么都没讲明白。",4,推荐,0,0.19022181488759649
"
                    2011-03-03 23:47:11
                ",kee,记得看过，不过印象模糊了。,3,还行,0,0.7756734029066787
"
                    2013-04-19 09:10:06
                ",岚行,"这部真好看!多案继发,数件并进,妥妥的酣畅.虽说线索断得很厉害(尤其女鬼相关各种没头没尾),但材料组织有照应有勾连,压紧的节奏够爽快.恐怖气氛渲染得很足,港式稀奇古怪的世俗笑料自然连缀其中.动作设计太漂亮!主BOSS是吸血鬼这点比较啊哈哈,不过因此设置的文化碰撞算一亮点.蝙蝠群袭有些《群鸟》的意思",4,推荐,2,0.9999999966527822
"
                    2013-02-19 12:06:18
                ",江湖豆友,林正英僵尸片系列正式搞起.....我永远不会忘记我要做捉鬼道士的梦想,4,推荐,0,0.9830382489069347
"
                    2011-12-21 16:50:45
                ",Jester Selby,小时候看的好高兴,4,推荐,1,0.9373507876728738
"
                    2012-08-10 03:36:27
                ",安托万,"1.本部创新点是九叔大战吸血鬼。2. 不过本片稍嫌粗糙了，前面大战芭蕉妖的戏纯粹是来凑数的
",3,还行,2,0.9997147967768211
"
                    2010-09-14 15:39:03
                ",wendy,小僵尸太可爱啦。。,4,推荐,0,0.5015598621196298
"
                    2013-03-16 21:20:46
                ",尼玛大哥他哥,吸血鬼跟僵尸没法比啊。,2,较差,0,0.5691761770423748
"
                    2021-05-19 11:47:27
                ",AnnieSY,牺牲色相勾引女鬼的事肯定都是秋生来做，哈哈，钱小豪一呆萌看起来就跟弟弟很像，小僵尸很可爱。同时有九叔和秋生的僵尸片我才看得进去。,5,力荐,1,0.999671310001269
"
                    2018-09-06 18:42:34
                ",铁旦,虽然是林正英全权操刀，还加入吸血鬼的噱头，但和年代泛滥成堆的僵尸电影一样，剧情重复，叙事混乱，有头无尾，但林正英依然卖力。,3,还行,2,0.9766628259359428
"
                    2009-10-13 17:06:47
                ",八十一,小僵尸太可爱了。。。完全颠覆我对僵尸的印象,4,推荐,0,0.9730990115118603
"
                    2021-02-14 02:49:37
                ",小J²,道长大战吸血鬼，很随意的开始，很随意的结束……,2,较差,0,0.9979730023400623
"
                    2019-04-20 16:35:25
                ",明耀,英叔的僵尸片真是经典，大学一直反复看,4,推荐,1,0.9876838991889082
"
                    2012-03-18 14:05:19
                ",cul-de-sac,结尾太烂,3,还行,0,0.31041609369117307
"
                    2010-09-19 21:07:55
                ",yy,竟有东西方文化差异点....,3,还行,0,0.12899087830416311
"
                    2014-01-30 00:48:09
                ",RYOCKU,小僵尸炒鸡萌！一直叽叽叽叽的◉‿◉,5,力荐,0,0.5900298959051218
"
                    2018-07-04 19:12:31
                ",素衣染天香,那时候的鬼造型好粗糙啊。但是不知道为嘛看的津津有味。。。是不是没完吧这剧情。。,3,还行,0,0.8756085449822485
"
                    2011-06-28 01:14:23
                ",鲨鱼吃了,林正英的经典片啊。,3,还行,0,0.8863129664245418
"
                    2023-07-15 23:46:37
                ",红小生,各种杂糅，比第一部是差得远了，结局更是结束得有点莫名其妙。小僵尸是唯一的亮点。,3,还行,0,0.37543052573122304
"
                    2012-01-12 00:49:22
                ",李berty,纯味的三种类型港片之一。永远的林正英。,4,推荐,0,0.9483807197073353
"
                    2023-03-30 21:21:24
                ",丑嘴唇,在无敌的标杆产品僵尸先生横空出世后，后来的僵尸片往往只能在噱头上或增或减，框架和故事都没有太多的惊喜了，比如这部除了鬼变成洋鬼，法术花样增加些许，并无太多惊喜，甚至剧情都过分草率。不过最近看的一个视频说得很精辟，当年的动作片的动作场面是懂得“藏拙”的，更是懂得“点睛”的，所以虽然只是五分钱的特效，但是虚虚实实间似乎都很真实，虽然也就是符点个火或者香或者绳子布了个阵，但是看着就很神奇和有气势，现在技术好了，却常常不懂得如何有机利用起“藏”和“露”了。僵尸电影还有一个亮点，就是这里面都会有个把冤魂，而这些冤魂往往是遭遇了极为痛苦的不幸的女性，昨天看了个视频介绍封建社会的普通妇女是“消失”在了历史里，而保留了她们那些不幸的遭遇的，不正是这些口口相传又以各种形式呈现给人们的民间传说吗？,3,还行,0,1.0
"
                    2018-08-26 19:11:04
                ",马扬,补标,5,力荐,0,0.5
"
                    2019-03-07 17:18:36
                ",云端有个tiny,英叔给人的刻骨铭心，是从小的恐惧、幼年的害怕、青年的嘲弄直到成年的追忆。英叔之后，东方再无清朝僵尸，或许是英叔消灭掉他们后，功成身退，去了另一个世界做法去了吧,1,很差,1,0.9999996398498201
"
                    2023-04-21 16:49:00
                ",。。。。,垃圾,2,较差,0,0.12698412698412687
"
                    2012-07-21 03:41:14
                ",疯狂的二狗,从此没有林正英,3,还行,2,0.9397695093754049
"
                    2014-02-12 08:24:59
                ",邻舍的老花猫,茅山道士勇斗西洋吸血鬼,3,还行,0,0.9913182404720559
"
                    2024-02-23 15:06:26
                ",zzcrww,僵尸成为一种表达的姿态，各种拟人化的状态通通塞在小僵尸身上，可爱之余又不是花瓶，既推动了剧情又调节了氛围。英叔的每部片似乎都要在中部加上一个悲情版的“鬼”元素，已经成了一个特色，而这部更是东西碰撞，趣味不少，结尾还是个机智恶搞。,3,还行,0,0.9999999964973889
"
                    2019-01-28 11:37:28
                ",屁屁普,看看小僵尸,5,力荐,0,0.4055093018212198
"
                    2023-04-16 18:18:06
                ",哦空聶 ٩(͡๏̯͡๏)۶,补童年,5,力荐,0,0.9285453576691826
"
                    2012-01-01 19:09:14
                ",小嘴吃樱桃,结局被雷,4,推荐,0,0.9114823178814385
"
                    2013-07-31 13:22:46
                ",小宅1128,九叔的道长形象深入人心,3,还行,0,0.860014291662265
"
                    2013-02-16 01:25:37
                ",Seven,小僵尸蹦蹦跳跳好萌好可爱！,4,推荐,0,0.9166212856257044
"
                    2009-03-16 22:19:13
                ",双面薇萝泥咔,打发无聊时光看的电影,5,力荐,0,0.8182857809340427
"
                    2019-04-01 20:08:47
                ",小鬼家的师公,小僵尸超级可爱*^o^*~,4,推荐,0,0.6293998414986551
"
                    2019-07-03 23:48:36
                ",津五渡,林正英自导自演，水准不赖，篇幅不长，内容不少，依旧是有惊悚、有搞笑，有武打、有故事。,2,较差,0,0.9945947424765603
"
                    2012-11-26 11:44:18
                ",猫呀么猫熊君,=。=,3,还行,2,0.5
"
                    2022-07-21 23:17:35
                ",Blånk,3.5,4,推荐,0,0.4166666666666664
"
                    2023-06-21 20:29:17
                ",wrzyy,最后两只蛤蟆从鞋子里跳出来，肚子上两个“拜拜”。,3,还行,0,0.4858602702265593
"
                    2015-07-12 08:06:20
                ",付玲,哈哈哈，好有趣。,3,还行,0,0.9738307632631633
"
                    2020-03-22 15:19:57
                ",腹有诗书肚子大,爱国主义教育片之中国法术大战西洋僵尸,3,还行,0,0.5829725848752226
"
                    2019-04-21 20:52:40
                ",24city,算是当时僵尸片泛滥中找到的新突破了。,2,较差,0,0.99442325677759
"
                    2020-04-25 22:30:50
                ",神户酩人,从剧本到摄影都很急很粗糙很糊弄。,3,还行,0,0.8129709663346556
"
                    2008-06-30 19:13:39
                ",‘&ＲocKy!,经典的片子 香港僵尸电影的里程碑,2,较差,0,0.9967982681073008
"
                    2020-09-05 18:19:42
                ",Word,也就和现在的网大一个水平吧,4,推荐,1,0.3791766612249089
"
                    2009-09-05 19:35:40
                ",Cracker,中西碰撞。小僵尸好可爱XD,4,推荐,0,0.9987213330550244
"
                    2023-01-12 13:54:42
                ",CATCH-22,小时候的恐怖片（？）,4,推荐,0,0.8829600035247845
"
                    2024-02-25 21:59:50
                ",ななせまる,结束得好突然。。又有一丝好笑,4,推荐,0,0.6582403656490796
